Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 059 FAIRFAX COUNTY,0825,825 - CHERRY RUN,"2,917",135,"3,052",90,21,13,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0827,827 - IRVING,"2,696",119,"2,815",50,9,12,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0833,833 - WHITE OAKS,"3,222",140,"3,362",60,22,6,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0838,838 - SANGSTER,"2,366",87,"2,453",75,17,4,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0839,839 - SILVERBROOK,"3,687",134,"3,821",88,12,9,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0840,840 - WEST SPRINGFIELD,"3,146",135,"3,281",91,23,2,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0841,841 - POPES HEAD,"1,654",73,"1,727",13,3,1,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0842,842 - PARKWAY,"2,416",82,"2,498",55,10,5,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0843,843 - FAIR LAKES,"3,512",201,"3,713",37,22,3,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0844,844 - CENTERPOINTE,"3,382",297,"3,679",25,16,12,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0845,845 - FOUNTAINHEAD,"4,103",200,"4,303",58,11,3,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0846,846 - GREENBRIAR EAST,"3,792",256,"4,048",36,28,6,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0847,847 - GREENBRIAR WEST,"2,453",131,"2,584",29,8,3,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0848,848 - FAIR OAKS,"4,159",202,"4,361",39,20,1,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0849,849 - NEWGATE,"4,977",169,"5,146",62,27,11,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0850,850 - SOUTH RUN,"2,977",115,"3,092",87,24,9,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0851,851 - WILLOW SPRINGS,"3,000",98,"3,098",22,12,8,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0901,901 - CENTRE RIDGE,"3,631",201,"3,832",42,22,4,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0902,902 - BROOKFIELD,"4,492",214,"4,706",28,13,15,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0903,903 - CUB RUN,"4,512",209,"4,721",39,18,1,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0904,904 - STONECROFT,"1,701",94,"1,795",11,7,6,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0905,905 - FRANKLIN,866,38,904,2,7,1,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0908,908 - HIDDEN MEADOW,"2,385",79,"2,464",12,13,6,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0909,909 - OAK HILL,"2,165",90,"2,255",20,6,1,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0910,910 - LONDON TOWNE,"4,227",192,"4,419",34,23,2,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0911,911 - NAVY,"3,908",147,"4,055",19,18,13,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0913,913 - ROCKY RUN,"4,577",147,"4,724",32,19,8,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0914,914 - VALE,"2,532",108,"2,640",15,24,6,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0915,915 - VIRGINIA RUN,"2,796",132,"2,928",24,11,4,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0916,916 - WAPLES MILL,"4,523",134,"4,657",32,29,19,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0917,917 - STONE NORTH,"2,098",88,"2,186",21,12,1,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0918,918 - CENTREVILLE,"4,976",261,"5,237",37,16,9,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0919,919 - GREEN TRAILS,"4,601",201,"4,802",35,26,19,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0920,920 - CHANTILLY,"3,357",102,"3,459",20,14,4,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0921,921 - DEER PARK,"3,552",117,"3,669",25,22,2,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0923,923 - BULL RUN,"2,664",100,"2,764",31,10,6,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0924,924 - SPINDLE,"2,289",158,"2,447",19,8,2,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0925,925 - OLD MILL,"2,020",101,"2,121",31,8,2,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0926,926 - POWELL,"5,698",291,"5,989",43,21,5,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0927,927 - ARMFIELD,"2,191",71,"2,262",13,11,4,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0928,928 - POPLAR TREE,"2,983",64,"3,047",21,9,4,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0929,929 - DIFFICULT RUN,799,24,823,5,3,2,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0930,930 - LEES CORNER ,"2,324",89,"2,413",20,28,5,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0931,931 - CARSON,"3,046",138,"3,184",24,20,13,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0932,932 - STONE SOUTH,"1,907",114,"2,021",20,6,,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 059 FAIRFAX COUNTY,0933,933 - COMPTON,817,45,862,5,,,247,"739,721","39,102","778,823","10,195","5,526","2,249",133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0101,101 - KETTLE RUN,"1,284",45,"1,329",10,6,,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0102,102 - CATLETT,"3,213",157,"3,370",34,9,,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0103,103 - CASANOVA,"1,447",68,"1,515",9,5,,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0104,104 - LOIS,"1,350",44,"1,394",14,,,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0105,105 - OPAL,"1,361",56,"1,417",11,,,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0106,106 - BALDWIN RIDGE,"1,831",74,"1,905",17,6,1,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0201,201 - COURTHOUSE,"3,697",219,"3,916",30,25,2,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0202,202 - AIRLIE,"2,701",119,"2,820",17,9,2,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0203,203 - WARRENTON,"3,296",210,"3,506",21,15,2,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0301,301 - MORRISVILLE,"2,149",84,"2,233",26,4,3,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0302,302 - REMINGTON,"3,217",164,"3,381",25,6,1,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0303,303 - BEALETON,"4,180",254,"4,434",40,4,1,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0401,401 - MARSHALL,"2,971",128,"3,099",28,11,1,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0402,402 - LEEDS,"2,580",131,"2,711",15,27,2,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0403,403 - WATERLOO,"3,243",116,"3,359",33,18,2,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0404,404 - SPRINGS VALLEY,"1,545",73,"1,618",5,13,3,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0501,501 - THE PLAINS,"2,468",164,"2,632",11,28,2,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0502,502 - NEW BALTIMORE,"2,746",137,"2,883",30,15,1,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0503,503 - BROAD RUN,"2,334",97,"2,431",31,17,2,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 061 FAUQUIER COUNTY,0504,504 - VINT HILL,"4,643",203,"4,846",27,18,2,20,"52,256","2,543","54,799",434,236,27,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 063 FLOYD COUNTY,0101,101 - LOCUST GROVE,"2,249",82,"2,331",11,3,1,5,"11,300",358,"11,658",54,21,7,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 063 FLOYD COUNTY,0201,201 - LITTLE RIVER,"2,505",78,"2,583",15,3,1,5,"11,300",358,"11,658",54,21,7,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 063 FLOYD COUNTY,0301,301 - COURTHOUSE,"2,125",73,"2,198",11,6,1,5,"11,300",358,"11,658",54,21,7,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 063 FLOYD COUNTY,0401,401 - BURKS FORK,"2,239",77,"2,316",8,3,3,5,"11,300",358,"11,658",54,21,7,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 063 FLOYD COUNTY,0501,501 - INDIAN VALLEY,"2,182",48,"2,230",9,6,1,5,"11,300",358,"11,658",54,21,7,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 065 FLUVANNA COUNTY,0101,101 - PALMYRA,"4,599",148,"4,747",40,19,4,5,"19,727",598,"20,325",150,56,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 065 FLUVANNA COUNTY,0201,201 - COLUMBIA,"3,126",70,"3,196",19,5,3,5,"19,727",598,"20,325",150,56,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 065 FLUVANNA COUNTY,0301,301 - FORK UNION,"3,366",79,"3,445",17,6,3,5,"19,727",598,"20,325",150,56,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 065 FLUVANNA COUNTY,0401,401 - CUNNINGHAM,"4,355",137,"4,492",39,11,3,5,"19,727",598,"20,325",150,56,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 065 FLUVANNA COUNTY,0501,501 - RIVANNA,"4,281",164,"4,445",35,15,3,5,"19,727",598,"20,325",150,56,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0102,102 - BURNT CHIMNEY,"2,681",50,"2,731",9,4,3,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0103,103 - SCRUGGS,"4,508",132,"4,640",13,8,3,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0201,201 - GLADE HILL,"2,326",51,"2,377",7,3,1,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0202,202 - PENHOOK,"1,684",55,"1,739",7,4,3,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0203,203 - HODGESVILLE,397,12,409,4,,2,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0204,204 - DUDLEY,"1,410",45,"1,455",7,,2,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0301,301 - SNOW CREEK,"1,040",20,"1,060",5,2,1,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0302,302 - FORK MOUNTAIN,916,17,933,4,,,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0303,303 - SONTAG,"1,985",61,"2,046",7,,1,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0304,304 - DICKINSON,770,6,776,2,,2,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0401,401 - HENRY,"1,889",58,"1,947",13,,,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0402,402 - FERRUM,"1,250",49,"1,299",4,2,2,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0403,403 - ENDICOTT,"1,037",25,"1,062",9,,,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0501,501 - WAIDSBORO,"1,260",31,"1,291",6,3,,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0502,502 - CALLAWAY,"1,680",36,"1,716",7,1,,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0503,503 - BOWMANS,930,33,963,4,,1,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0504,504 - GOGGINSVILLE,"1,327",31,"1,358",6,1,1,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0601,601 - BOONES MILL,"2,343",57,"2,400",9,1,1,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0602,602 - BONBROOK,"2,062",49,"2,111",7,2,,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0603,603 - COOPERS COVE,"1,438",38,"1,476",5,1,,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0701,701 - ROCKY MOUNT EAST,"2,293",93,"2,386",9,1,2,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0702,702 - ROCKY MOUNT WEST,"1,638",50,"1,688",7,,,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 067 FRANKLIN COUNTY,0703,703 - ROCKY MOUNT SOUTH,"1,343",28,"1,371",10,1,,23,"38,207","1,027","39,234",161,34,25,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0101,101 - RUSSELLS,"2,399",61,"2,460",15,8,6,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0102,102 - GORE,"3,280",149,"3,429",22,2,2,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0103,103 - KERNSTOWN,"2,872",86,"2,958",18,8,3,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0104,104 - CEDAR CREEK,"1,920",80,"2,000",12,5,1,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0201,201 - GAINESBOROUGH,"1,671",57,"1,728",10,,1,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0202,202 - ALBIN,"2,589",81,"2,670",23,7,1,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0203,203 - REDLAND,"3,544",150,"3,694",33,8,1,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0204,204 - NAIN,"2,820",95,"2,915",14,5,5,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0301,301 - CLEAR BROOK,"1,784",75,"1,859",7,1,3,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0302,302 - NEFF'S TOWN,"4,883",288,"5,171",37,2,3,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0303,303 - WHITE HALL,"3,821",154,"3,975",29,7,3,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0401,401 - CARPERS VALLEY,"2,764",110,"2,874",26,3,,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0402,402 - SHENANDOAH,"1,962",73,"2,035",13,3,1,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0403,403 - PARKIN'S MILL,"2,880",148,"3,028",18,4,3,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0404,404 - ARMEL,"2,556",90,"2,646",26,6,1,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0501,501 - STEPHENS CITY,"3,148",113,"3,261",24,5,,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0502,502 - NEWTOWN,"4,094",215,"4,309",28,6,5,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0503,503 - CANTERBURG,"4,488",167,"4,655",43,14,1,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0601,601 - MILLBROOK,"1,994",110,"2,104",16,4,3,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0602,602 - ASH HOLLOW,"2,917",210,"3,127",26,2,2,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 069 FREDERICK COUNTY,0603,603 - GREENWOOD,"4,496",203,"4,699",38,11,4,21,"62,882","2,715","65,597",478,111,49,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 071 GILES COUNTY,0101,101 - GLEN LYN,179,9,188,,,,9,"11,644",318,"11,962",45,3,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 071 GILES COUNTY,0102,102 - RICH CREEK,847,35,882,4,,,9,"11,644",318,"11,962",45,3,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 071 GILES COUNTY,0103,103 - NARROWS,"2,419",70,"2,489",9,1,1,9,"11,644",318,"11,962",45,3,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 071 GILES COUNTY,0201,201 - PEARISBURG,"3,126",85,"3,211",11,,5,9,"11,644",318,"11,962",45,3,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
